"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"48968","MYS","Asia","Malaysia",2020-12-06,72694,1335,1172.714,382,2,3.571,2245.999,41.247,36.233,11.803,0.062,0.11,1.07,NA,NA,NA,NA,NA,NA,NA,NA,17382,2787102,86.112,0.537,19533,0.604,0.06,16.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,80.09,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48969","MYS","Asia","Malaysia",2020-12-07,74294,1600,1228.143,384,2,3.429,2295.434,49.435,37.945,11.864,0.062,0.106,1.08,NA,NA,NA,NA,NA,NA,NA,NA,19665,2806767,86.72,0.608,19859,0.614,0.062,16.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48970","MYS","Asia","Malaysia",2020-12-08,75306,1012,1162.429,388,4,3.571,2326.701,31.267,35.915,11.988,0.124,0.11,1.09,NA,NA,NA,NA,NA,NA,NA,NA,20316,2827083,87.347,0.628,20090,0.621,0.058,17.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48971","MYS","Asia","Malaysia",2020-12-09,76265,959,1177.857,393,5,4,2356.331,29.63,36.392,12.142,0.154,0.124,1.11,NA,NA,NA,NA,NA,NA,NA,NA,24137,2851220,88.093,0.746,20573,0.636,0.057,17.5,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48972","MYS","Asia","Malaysia",2020-12-10,78499,2234,1343.429,396,3,2.857,2425.354,69.023,41.507,12.235,0.093,0.088,1.13,NA,NA,NA,NA,NA,NA,NA,NA,20041,2871261,88.712,0.619,20332,0.628,0.066,15.1,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48973","MYS","Asia","Malaysia",2020-12-11,80309,1810,1439,402,6,3.714,2481.277,55.923,44.46,12.42,0.185,0.115,1.12,NA,NA,NA,NA,NA,NA,NA,NA,25677,2896938,89.506,0.793,21151,0.653,0.068,14.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48974","MYS","Asia","Malaysia",2020-12-12,82246,1937,1555.286,411,9,4.429,2541.124,59.847,48.053,12.699,0.278,0.137,1.11,NA,NA,NA,NA,NA,NA,NA,NA,22039,2918977,90.187,0.681,21322,0.659,0.073,13.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48975","MYS","Asia","Malaysia",2020-12-13,83475,1229,1540.143,415,4,4.714,2579.096,37.972,47.585,12.822,0.124,0.146,1.1,NA,NA,NA,NA,NA,NA,NA,NA,21805,2940782,90.86,0.674,21954,0.678,0.07,14.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48976","MYS","Asia","Malaysia",2020-12-14,84846,1371,1507.429,419,4,5,2621.455,42.359,46.574,12.946,0.124,0.154,1.09,NA,NA,NA,NA,NA,NA,NA,NA,19871,2960653,91.474,0.614,21984,0.679,0.069,14.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48977","MYS","Asia","Malaysia",2020-12-15,86618,1772,1616,422,3,4.857,2676.204,54.749,49.929,13.038,0.093,0.15,1.08,NA,NA,NA,NA,NA,NA,NA,NA,24462,2985115,92.23,0.756,22576,0.698,0.072,14,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48978","MYS","Asia","Malaysia",2020-12-16,87913,1295,1664,429,7,5.143,2716.215,40.011,51.412,13.255,0.216,0.159,1.07,NA,NA,NA,NA,NA,NA,NA,NA,24306,3009421,92.981,0.751,22600,0.698,0.074,13.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48979","MYS","Asia","Malaysia",2020-12-17,89133,1220,1519.143,432,3,5.143,2753.909,37.694,46.936,13.347,0.093,0.159,1.07,NA,NA,NA,NA,NA,NA,NA,NA,25043,3034464,93.755,0.774,23315,0.72,0.065,15.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48980","MYS","Asia","Malaysia",2020-12-18,90816,1683,1501,432,0,4.286,2805.908,51.999,46.376,13.347,0,0.132,1.07,NA,NA,NA,NA,NA,NA,NA,NA,23435,3057899,94.479,0.724,22994,0.71,0.065,15.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48981","MYS","Asia","Malaysia",2020-12-19,91969,1153,1389,433,1,3.143,2841.531,35.624,42.915,13.378,0.031,0.097,1.07,NA,NA,NA,NA,NA,NA,NA,NA,24830,3082729,95.246,0.767,23393,0.723,0.059,16.8,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48982","MYS","Asia","Malaysia",2020-12-20,93309,1340,1404.857,437,4,3.143,2882.933,41.401,43.405,13.502,0.124,0.097,1.09,NA,NA,NA,NA,NA,NA,NA,NA,19149,3101878,95.838,0.592,23014,0.711,0.061,16.4,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48983","MYS","Asia","Malaysia",2020-12-21,95327,2018,1497.286,438,1,2.714,2945.282,62.349,46.261,13.533,0.031,0.084,1.1,NA,NA,NA,NA,NA,NA,NA,NA,20399,3122277,96.468,0.63,23089,0.713,0.065,15.4,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48984","MYS","Asia","Malaysia",2020-12-22,97389,2062,1538.714,439,1,2.429,3008.991,63.709,47.541,13.564,0.031,0.075,1.1,NA,NA,NA,NA,NA,NA,NA,NA,22381,3144658,97.159,0.691,22792,0.704,0.068,14.8,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48985","MYS","Asia","Malaysia",2020-12-23,98737,1348,1546.286,444,5,2.143,3050.64,41.649,47.775,13.718,0.154,0.066,1.1,NA,NA,NA,NA,NA,NA,NA,NA,25482,3170140,97.947,0.787,22960,0.709,0.067,14.8,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48986","MYS","Asia","Malaysia",2020-12-24,100318,1581,1597.857,446,2,2,3099.487,48.848,49.368,13.78,0.062,0.062,1.09,NA,NA,NA,NA,NA,NA,NA,NA,25879,3196019,98.746,0.8,23079,0.713,0.069,14.4,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48987","MYS","Asia","Malaysia",2020-12-25,101565,1247,1535.571,449,3,2.429,3138.015,38.528,47.444,13.873,0.093,0.075,1.1,NA,NA,NA,NA,NA,NA,NA,NA,27197,3223216,99.586,0.84,23617,0.73,0.065,15.4,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48988","MYS","Asia","Malaysia",2020-12-26,103900,2335,1704.429,451,2,2.571,3210.159,72.144,52.661,13.934,0.062,0.079,1.11,NA,NA,NA,NA,NA,NA,NA,NA,16490,3239706,100.096,0.509,22425,0.693,0.076,13.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48989","MYS","Asia","Malaysia",2020-12-27,105096,1196,1683.857,452,1,2.143,3247.111,36.952,52.025,13.965,0.031,0.066,1.11,NA,NA,NA,NA,NA,NA,NA,NA,17797,3257503,100.646,0.55,22232,0.687,0.076,13.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48990","MYS","Asia","Malaysia",2020-12-28,106690,1594,1623.286,455,3,2.429,3296.361,49.249,50.154,14.058,0.093,0.075,1.13,NA,NA,NA,NA,NA,NA,NA,NA,14377,3271880,101.09,0.444,21372,0.66,0.076,13.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48991","MYS","Asia","Malaysia",2020-12-29,108615,1925,1603.714,457,2,2.571,3355.837,59.476,49.549,14.12,0.062,0.079,1.14,NA,NA,NA,NA,NA,NA,NA,NA,19954,3291834,101.707,0.617,21025,0.65,0.076,13.1,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48992","MYS","Asia","Malaysia",2020-12-30,110485,1870,1678.286,463,6,2.714,3413.613,57.777,51.853,14.305,0.185,0.084,1.15,NA,NA,NA,NA,NA,NA,NA,NA,25812,3317646,102.504,0.798,21072,0.651,0.08,12.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48993","MYS","Asia","Malaysia",2020-12-31,113010,2525,1813.143,471,8,3.571,3491.627,78.014,56.02,14.552,0.247,0.11,1.16,NA,NA,NA,NA,NA,NA,NA,NA,26681,3344327,103.328,0.824,21187,0.655,0.086,11.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48994","MYS","Asia","Malaysia",2021-01-01,115078,2068,1930.429,474,3,3.571,3555.521,63.894,59.644,14.645,0.093,0.11,1.16,NA,NA,NA,NA,NA,NA,NA,NA,27182,3371509,104.168,0.84,21185,0.655,0.091,11,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48995","MYS","Asia","Malaysia",2021-01-02,117373,2295,1924.714,483,9,4.571,3626.429,70.908,59.467,14.923,0.278,0.141,1.16,NA,NA,NA,NA,NA,NA,NA,NA,19295,3390804,104.764,0.596,21585,0.667,0.089,11.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48996","MYS","Asia","Malaysia",2021-01-03,119077,1704,1997.286,494,11,6,3679.077,52.648,61.709,15.263,0.34,0.185,1.16,NA,NA,NA,NA,NA,NA,NA,NA,23576,3414380,105.493,0.728,22411,0.692,0.089,11.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48997","MYS","Asia","Malaysia",2021-01-04,120818,1741,2018.286,501,7,6.571,3732.868,53.791,62.358,15.479,0.216,0.203,1.17,NA,NA,NA,NA,NA,NA,NA,NA,21314,3435694,106.151,0.659,23402,0.723,0.086,11.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48998","MYS","Asia","Malaysia",2021-01-05,122845,2027,2032.857,509,8,7.429,3795.496,62.627,62.808,15.726,0.247,0.23,1.18,NA,NA,NA,NA,NA,NA,NA,NA,26934,3462628,106.984,0.832,24399,0.754,0.083,12,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"48999","MYS","Asia","Malaysia",2021-01-06,125438,2593,2136.143,513,4,7.143,3875.61,80.115,66,15.85,0.124,0.221,1.19,NA,NA,NA,NA,NA,NA,NA,NA,30274,3492902,107.919,0.935,25037,0.774,0.085,11.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49000","MYS","Asia","Malaysia",2021-01-07,128465,3027,2207.857,521,8,7.143,3969.135,93.524,68.215,16.097,0.247,0.221,1.2,NA,NA,NA,NA,NA,NA,NA,NA,32094,3524996,108.91,0.992,25810,0.797,0.086,11.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49001","MYS","Asia","Malaysia",2021-01-08,131108,2643,2290,537,16,9,4050.794,81.66,70.753,16.591,0.494,0.278,1.2,NA,NA,NA,NA,NA,NA,NA,NA,35096,3560092,109.995,1.084,26940,0.832,0.085,11.8,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49002","MYS","Asia","Malaysia",2021-01-09,133559,2451,2312.286,542,5,8.429,4126.522,75.728,71.442,16.746,0.154,0.26,1.19,NA,NA,NA,NA,NA,NA,NA,NA,32260,3592352,110.992,0.997,28793,0.89,0.08,12.5,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49003","MYS","Asia","Malaysia",2021-01-10,135992,2433,2416.429,551,9,8.143,4201.693,75.171,74.659,17.024,0.278,0.252,1.2,NA,NA,NA,NA,NA,NA,NA,NA,34433,3626785,112.055,1.064,30344,0.938,0.08,12.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49004","MYS","Asia","Malaysia",2021-01-11,138224,2232,2486.571,555,4,7.714,4270.655,68.961,76.827,17.148,0.124,0.238,1.2,NA,NA,NA,NA,NA,NA,NA,NA,30696,3657481,113.004,0.948,31684,0.979,0.078,12.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49005","MYS","Asia","Malaysia",2021-01-12,141533,3309,2669.714,559,4,7.143,4372.892,102.237,82.485,17.271,0.124,0.221,1.21,NA,NA,NA,NA,NA,NA,NA,NA,32909,3690390,114.021,1.017,32537,1.005,0.082,12.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49006","MYS","Asia","Malaysia",2021-01-13,144518,2985,2725.714,563,4,7.143,4465.118,92.226,84.215,17.395,0.124,0.221,1.21,NA,NA,NA,NA,NA,NA,NA,NA,44713,3735103,115.402,1.381,34600,1.069,0.079,12.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49007","MYS","Asia","Malaysia",2021-01-14,147855,3337,2770,578,15,8.143,4568.22,103.102,85.584,17.858,0.463,0.252,1.21,NA,NA,NA,NA,NA,NA,NA,NA,62849,3797952,117.344,1.942,38994,1.205,0.071,14.1,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49008","MYS","Asia","Malaysia",2021-01-15,151066,3211,2851.143,586,8,7,4667.429,99.209,88.091,18.105,0.247,0.216,1.21,NA,NA,NA,NA,NA,NA,NA,NA,67411,3865363,119.427,2.083,43610,1.347,0.065,15.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49009","MYS","Asia","Malaysia",2021-01-16,155095,4029,3076.571,594,8,7.429,4791.912,124.482,95.056,18.353,0.247,0.23,1.21,NA,NA,NA,NA,NA,NA,NA,NA,63411,3928774,121.386,1.959,48060,1.485,0.064,15.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49010","MYS","Asia","Malaysia",2021-01-17,158434,3339,3206,601,7,7.143,4895.075,103.164,99.055,18.569,0.216,0.221,1.2,NA,NA,NA,NA,NA,NA,NA,NA,62179,3990953,123.307,1.921,52024,1.607,0.062,16.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49011","MYS","Asia","Malaysia",2021-01-18,161740,3306,3359.429,605,4,7.143,4997.22,102.144,103.795,18.692,0.124,0.221,1.19,NA,NA,NA,NA,NA,NA,NA,NA,59731,4050684,125.152,1.845,56172,1.736,0.06,16.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49012","MYS","Asia","Malaysia",2021-01-19,165371,3631,3405.429,619,14,8.571,5109.405,112.186,105.216,19.125,0.433,0.265,1.18,NA,NA,NA,NA,NA,NA,NA,NA,56788,4107472,126.907,1.755,59583,1.841,0.057,17.5,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49013","MYS","Asia","Malaysia",2021-01-20,169379,4008,3551.571,630,11,9.571,5233.239,123.834,109.732,19.465,0.34,0.296,1.17,NA,NA,NA,NA,NA,NA,NA,NA,57645,4165117,128.688,1.781,61431,1.898,0.058,17.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49014","MYS","Asia","Malaysia",2021-01-21,172549,3170,3527.714,642,12,9.143,5331.181,97.942,108.994,19.836,0.371,0.282,1.16,NA,NA,NA,NA,NA,NA,NA,NA,71805,4236922,130.907,2.219,62710,1.938,0.056,17.8,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49015","MYS","Asia","Malaysia",2021-01-22,176180,3631,3587.714,660,18,10.571,5443.367,112.186,110.848,20.392,0.556,0.327,1.15,NA,NA,NA,NA,NA,NA,NA,NA,70807,4307729,133.094,2.188,63195,1.953,0.057,17.6,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49016","MYS","Asia","Malaysia",2021-01-23,180455,4275,3622.857,667,7,10.429,5575.45,132.083,111.934,20.608,0.216,0.322,1.14,NA,NA,NA,NA,NA,NA,NA,NA,61533,4369262,134.995,1.901,62927,1.944,0.058,17.4,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49017","MYS","Asia","Malaysia",2021-01-24,183801,3346,3623.857,678,11,11,5678.83,103.38,111.965,20.948,0.34,0.34,1.13,NA,NA,NA,NA,NA,NA,NA,NA,62054,4431316,136.913,1.917,62909,1.944,0.058,17.4,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49018","MYS","Asia","Malaysia",2021-01-25,186849,3048,3587,689,11,12,5773.003,94.173,110.826,21.288,0.34,0.371,1.13,NA,NA,NA,NA,NA,NA,NA,NA,49349,4480665,138.437,1.525,61426,1.898,0.058,17.1,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49019","MYS","Asia","Malaysia",2021-01-26,190434,3585,3580.429,700,11,11.571,5883.767,110.764,110.623,21.628,0.34,0.358,1.13,NA,NA,NA,NA,NA,NA,NA,NA,53783,4534448,140.099,1.662,60997,1.885,0.059,17,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49020","MYS","Asia","Malaysia",2021-01-27,194114,3680,3533.571,707,7,11,5997.467,113.7,109.175,21.844,0.216,0.34,1.13,NA,NA,NA,NA,NA,NA,NA,NA,72777,4607225,142.348,2.249,63158,1.951,0.056,17.9,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49021","MYS","Asia","Malaysia",2021-01-28,198208,4094,3665.571,717,10,10.714,6123.958,126.491,113.254,22.153,0.309,0.331,1.14,NA,NA,NA,NA,NA,NA,NA,NA,58913,4666138,144.168,1.82,61317,1.894,0.06,16.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49022","MYS","Asia","Malaysia",2021-01-29,203933,5725,3964.714,733,16,10.429,6300.841,176.883,122.496,22.647,0.494,0.322,1.14,NA,NA,NA,NA,NA,NA,NA,NA,57197,4723335,145.935,1.767,59372,1.834,0.067,15,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49023","MYS","Asia","Malaysia",2021-01-30,209661,5728,4172.286,746,13,11.286,6477.817,176.976,128.91,23.049,0.402,0.349,1.12,NA,NA,NA,NA,NA,NA,NA,NA,54197,4777532,147.61,1.675,58324,1.802,0.072,14,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49024","MYS","Asia","Malaysia",2021-01-31,214959,5298,4451.143,760,14,11.714,6641.507,163.69,137.525,23.481,0.433,0.362,1.1,NA,NA,NA,NA,NA,NA,NA,NA,52896,4830428,149.244,1.634,57016,1.762,0.078,12.8,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49025","MYS","Asia","Malaysia",2021-02-01,219173,4214,4617.714,770,10,11.571,6771.705,130.198,142.672,23.79,0.309,0.358,1.07,NA,NA,NA,NA,NA,NA,NA,NA,40161,4870589,150.485,1.241,55703,1.721,0.083,12.1,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49026","MYS","Asia","Malaysia",2021-02-02,222628,3455,4599.143,791,21,13,6878.453,106.748,142.098,24.439,0.649,0.402,1.04,NA,NA,NA,NA,NA,NA,NA,NA,39697,4910286,151.711,1.227,53691,1.659,0.086,11.7,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49027","MYS","Asia","Malaysia",2021-02-03,226912,4284,4685.429,809,18,14.571,7010.814,132.361,144.764,24.995,0.556,0.45,1.02,NA,NA,NA,NA,NA,NA,NA,NA,67264,4977550,153.789,2.078,52904,1.635,0.089,11.3,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
"49028","MYS","Asia","Malaysia",2021-02-04,231483,4571,4753.571,826,17,15.571,7152.043,141.228,146.869,25.521,0.525,0.481,1,NA,NA,NA,NA,NA,NA,NA,NA,60752,5038302,155.667,1.877,53166,1.643,0.089,11.2,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,77.31,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81
